Dataset,Scenario,TechniqueType,% Traced,IndirectAggregation,ScalingMethod,NLP,Technique,PathAggregation,AUC,Credibility,LagGlobal,MAP
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,LOWERTRACED_MEDIAN_SINGLE_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,LSA,NONETRACED_RFNONE_RAW_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,LOWERTRACED_MEDIAN_RAW_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,UPPERTRACED_MEDIAN_RAW_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,UPPERTRACED_MEDIAN_RAW_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,LSA,DIRECT_NA_NA_LSA,MAX,0.7782366915019977,0.663918264822803,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,UPPERTRACED_MEDIAN_RAW_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,LOWERTRACED_MEDIAN_RAW_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,LOWERTRACED_MEDIAN_MULTI_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,ALLTRACED_MEDIAN_MULTI_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,UPPERTRACED_MEDIAN_MULTI_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,ALLTRACED_MEDIAN_RAW_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,UPPERTRACED_MEDIAN_SINGLE_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,LOWERTRACED_MEDIAN_MULTI_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,VSM,NONETRACED_MEDIAN_RAW_VSM,MEDIAN,0.7782366915019977,0.675795,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,VSM,LOWERTRACED_RFNONE_RAW_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,LOWERTRACED_RFSMOTE_RAW_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,LSA,LOWERTRACED_RFNONE_RAW_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,DIRECT_NA_NA_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,LSA,NONETRACED_RFNONE_RAW_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,LOWERTRACED_MEDIAN_RAW_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,LOWERTRACED_MEDIAN_SINGLE_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,ALLTRACED_MEDIAN_SINGLE_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,VSM,NONETRACED_RFNONE_RAW_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,LOWERTRACED_RFUNDER_RAW_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,LOWERTRACED_MEDIAN_SINGLE_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,UPPERTRACED_MEDIAN_MULTI_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,LSA,LOWERTRACED_RFNONE_RAW_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,ALLTRACED_MEDIAN_MULTI_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,DIRECT_NA_NA_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,ALLTRACED_MEDIAN_MULTI_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,UPPERTRACED_MEDIAN_RAW_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,ALLTRACED_MEDIAN_MULTI_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,UPPERTRACED_MEDIAN_RAW_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,LSA,LOWERTRACED_RFNONE_RAW_LSA,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,ALLTRACED_MEDIAN_MULTI_VSM,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,LOWERTRACED_MEDIAN_RAW_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,VSM,NONETRACED_MEDIAN_RAW_VSM,MAX,0.7782366915019977,0.675795,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,UPPERTRACED_MEDIAN_MULTI_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,ALLTRACED_MEDIAN_MULTI_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,UPPERTRACED_MEDIAN_SINGLE_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,LOWERTRACED_MEDIAN_SINGLE_VSM,SUM,0.7782366915019977,0.6639700160703713,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,VSM,LOWERTRACED_RFNONE_RAW_VSM,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFNONE,RAW,LSA,NONETRACED_RFNONE_RAW_LSA,MAX,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,LSA,LOWERTRACED_RFUNDER_RAW_LSA,MEDIAN,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,LSA,NONETRACED_RFUNDER_MULTI_LSA,MAX,0.780878819781881,0.7224704761904762,2.293650793650793,0.675387892482355
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,LSA,NONETRACED_RFUNDER_MULTI_LSA,MEDIAN,0.780878819781881,0.7224704761904762,2.293650793650793,0.675387892482355
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,NONETRACED_RFUNDER_MULTI_VSM,SUM,0.7791443958535795,0.7170228483371469,2.293650793650793,0.674452754907582
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,VSM,NONETRACED_MEDIAN_RAW_VSM,SUM,0.7823567919231185,0.6559842043744196,2.3095238095238093,0.6736644573015492
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,LSA,NONETRACED_RFNONE_MULTI_LSA,MAX,0.778175952920851,0.7096432142857143,2.293650793650793,0.671996226563963
EasyClinic,NONETRACED,Combined,0.0,RFNONE,MULTI,LSA,NONETRACED_RFNONE_MULTI_LSA,MEDIAN,0.778175952920851,0.7096432142857143,2.293650793650793,0.671996226563963
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,LSA,UPPERTRACED_RFNONE_RAW_LSA,MEDIAN,0.8067602040816326,0.7375511904761904,2.293650793650793,0.6689916434182926
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,LSA,UPPERTRACED_RFNONE_RAW_LSA,MAX,0.8067602040816326,0.7375511904761904,2.293650793650793,0.6689916434182926
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,LSA,NONETRACED_RFSMOTE_SINGLE_LSA,SUM,0.7894125904329986,0.7116028385295486,2.2976190476190474,0.6682435344980159
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,VSM,UPPERTRACED_RFNONE_MULTI_VSM,SUM,0.7981690692149878,0.6984467446607562,2.293650793650793,0.6646660418598311
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,LSA,NONETRACED_RFUNDER_RAW_LSA,MEDIAN,0.7773458589785122,0.67489,2.293650793650793,0.6632788186110009
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,LSA,NONETRACED_RFUNDER_RAW_LSA,MAX,0.7773458589785122,0.67489,2.293650793650793,0.6632788186110009
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,LSA,NONETRACED_RFUNDER_RAW_LSA,SUM,0.7773458589785122,0.6825389404481199,2.293650793650793,0.6632788186110009
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,NONETRACED_RFUNDER_MULTI_VSM,MEDIAN,0.7787394719792678,0.7059205952380952,2.293650793650793,0.6608392279625184
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,NONETRACED_RFUNDER_MULTI_VSM,MAX,0.7787394719792678,0.7059205952380952,2.293650793650793,0.6608392279625184
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,LSA,LOWERTRACED_RFUNDER_MULTI_LSA,RFNONE,0.7874149659863947,0.8595238095238096,2.281746031746032,0.6579318936877077
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,LSA,UPPERTRACED_RFSMOTE_RAW_LSA,SUM,0.7880223517978621,0.6687419644761295,2.238095238095238,0.6567268342688031
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,RAW,VSM,UPPERTRACED_RFSMOTE_RAW_VSM,SUM,0.7813343591404817,0.6031174340608847,2.055555555555556,0.6559003926428697
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,LSA,UPPERTRACED_RFUNDER_RAW_LSA,SUM,0.7522338300399525,0.5171714194314962,2.305555555555556,0.6524384059831213
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,VSM,NONETRACED_MEDIAN_SINGLE_VSM,SUM,0.7920344725191665,0.6588533019738055,2.313492063492064,0.6522721715881371
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,VSM,UPPERTRACED_RFUNDER_RAW_VSM,SUM,0.7437709210668395,0.4981298936721202,2.3174603174603177,0.6520884067467789
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,LSA,LOWERTRACED_RFUNDER_MULTI_LSA,RFUNDER,0.7825963718820862,0.8559523809523809,2.2777777777777777,0.6493618305021814
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,LSA,UPPERTRACED_SUM_SINGLE_LSA,RFUNDER,0.7848639455782314,0.8559523809523809,2.3095238095238093,0.6486734693877552
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,LSA,NONETRACED_SUM_MULTI_LSA,SUM,0.7718726379440666,0.640036779043467,2.3253968253968256,0.6430326784820811
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,VSM,NONETRACED_MEDIAN_MULTI_VSM,SUM,0.7781320861678004,0.6442872187864122,2.3174603174603177,0.6400148331502971
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,UPPERTRACED_SUM_SINGLE_VSM,RFUNDER,0.8333333333333334,0.8476190476190476,2.313492063492064,0.637410071942446
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,LSA,NONETRACED_SUM_RAW_LSA,SUM,0.7660754778101717,0.632240913038464,2.3253968253968256,0.6369805808746369
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,LSA,NONETRACED_RFSMOTE_SINGLE_LSA,MEDIAN,0.7877692743764172,0.7008334523809524,2.2976190476190474,0.6315260400929007
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,LSA,NONETRACED_RFSMOTE_SINGLE_LSA,MAX,0.7877692743764172,0.7008334523809524,2.2976190476190474,0.6315260400929007
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,LSA,LOWERTRACED_MAX_SINGLE_LSA,RFSMOTE,0.8568594104308389,0.8345238095238096,2.273809523809524,0.6311490782672339
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,VSM,UPPERTRACED_RFNONE_RAW_VSM,MEDIAN,0.7914608303638917,0.7292946428571428,2.293650793650793,0.6306228689900931
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,RAW,VSM,UPPERTRACED_RFNONE_RAW_VSM,MAX,0.7914608303638917,0.7292946428571428,2.293650793650793,0.6306228689900931
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,VSM,NONETRACED_SUM_RAW_VSM,SUM,0.7604774052478134,0.6301588696159071,2.3253968253968256,0.6292603233159042
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,NONETRACED_RFSMOTE_SINGLE_VSM,SUM,0.7654478458049887,0.7015426387328443,2.293650793650793,0.6288430626308572
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,VSM,LOWERTRACED_MAX_SINGLE_VSM,RFSMOTE,0.8560090702947846,0.8238095238095238,2.2103174603174605,0.6196342305037957
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,UPPERTRACED_SUM_SINGLE_VSM,RFNONE,0.7928004535147392,0.8416666666666667,2.313492063492064,0.6163314488656954
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,LSA,NONETRACED_RFSMOTE_RAW_LSA,SUM,0.7806493629197709,0.6906628664495114,2.293650793650793,0.6144332859446267
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,LSA,UPPERTRACED_RFSMOTE_MULTI_LSA,SUM,0.7209197170931865,0.5544928099198733,2.305555555555556,0.6144011959124991
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,MULTI,VSM,UPPERTRACED_RFSMOTE_MULTI_VSM,SUM,0.7257720548536876,0.5461661760647595,2.095238095238096,0.6051607732667775
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,LSA,NONETRACED_RFSMOTE_RAW_LSA,MEDIAN,0.7801837004643126,0.6793490476190476,2.293650793650793,0.5987253383299237
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,LSA,NONETRACED_RFSMOTE_RAW_LSA,MAX,0.7801837004643126,0.6793490476190476,2.293650793650793,0.5987253383299237
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,VSM,NONETRACED_RFSMOTE_RAW_VSM,SUM,0.7706274970305582,0.6883362028850628,2.293650793650793,0.5985751369296807
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,LSA,UPPERTRACED_RFUNDER_SINGLE_LSA,MAX,0.8322096695821186,0.7326454761904762,2.134920634920635,0.5963319390605141
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,LSA,UPPERTRACED_RFUNDER_SINGLE_LSA,MEDIAN,0.8322096695821186,0.7326454761904762,2.134920634920635,0.5963319390605141
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,VSM,NONETRACED_SUM_MULTI_VSM,SUM,0.7361144854767303,0.6295139729145941,2.3253968253968256,0.5953478240859722
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,LSA,UPPERTRACED_RFNONE_MULTI_LSA,SUM,0.7538636486340569,0.6883422785704983,2.293650793650793,0.5884259822431863
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,LSA,NONETRACED_SUM_MULTI_LSA,MEDIAN,0.7451172929489256,0.6256585710504687,2.3253968253968256,0.5879377626436428
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,LSA,NONETRACED_SUM_MULTI_LSA,MAX,0.7451172929489256,0.6256585710504687,2.3253968253968256,0.5879377626436428
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,LSA,LOWERTRACED_RFNONE_MULTI_LSA,RFNONE,0.7247732426303856,0.8273809523809523,2.3293650793650795,0.5878491448258889
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,LSA,NONETRACED_MEDIAN_SINGLE_LSA,SUM,0.7587261094914156,0.6593756850830438,2.2896825396825395,0.5789719048925411
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,LSA,NONETRACED_SUM_RAW_LSA,MAX,0.7341775996112732,0.6148172989825401,2.3253968253968256,0.5772731299023965
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,LSA,NONETRACED_SUM_RAW_LSA,MEDIAN,0.7341775996112732,0.6148172989825401,2.3253968253968256,0.5772731299023965
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,VSM,NONETRACED_SUM_MULTI_VSM,MAX,0.7202009772162834,-0.8061657142857143,2.3293650793650795,0.5766025354493128
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,VSM,NONETRACED_SUM_MULTI_VSM,MEDIAN,0.7202009772162834,-0.8061657142857143,2.3293650793650795,0.5766025354493128
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,SINGLE,VSM,LOWERTRACED_RFNONE_SINGLE_VSM,RFSMOTE,0.8041383219954648,0.8083333333333333,2.321428571428572,0.5755945959829455
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,VSM,NONETRACED_RFSMOTE_RAW_VSM,MAX,0.7697434132383112,0.6753985714285714,2.293650793650793,0.5745951088534812
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,RAW,VSM,NONETRACED_RFSMOTE_RAW_VSM,MEDIAN,0.7697434132383112,0.6753985714285714,2.293650793650793,0.5745951088534812
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,LSA,NONETRACED_MEDIAN_SINGLE_LSA,MEDIAN,0.7650901630493467,0.6528480052264808,2.3174603174603177,0.5694968663229083
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,LSA,NONETRACED_MEDIAN_SINGLE_LSA,MAX,0.7650901630493467,0.6528480052264808,2.3174603174603177,0.5694968663229083
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,UPPERTRACED_RFUNDER_SINGLE_VSM,MEDIAN,0.8319835870856279,0.7118971428571429,1.781746031746032,0.5685475966796733
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,UPPERTRACED_RFUNDER_SINGLE_VSM,MAX,0.8319835870856279,0.7118971428571429,1.781746031746032,0.5685475966796733
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,VSM,NONETRACED_SUM_RAW_VSM,MAX,0.7118932890616565,0.5318307142857143,2.3293650793650795,0.5678982284306164
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,VSM,NONETRACED_SUM_RAW_VSM,MEDIAN,0.7118932890616565,0.5318307142857143,2.3293650793650795,0.5678982284306164
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,LSA,LOWERTRACED_RFSMOTE_MULTI_LSA,RFNONE,0.6992630385487528,0.8154761904761905,2.3095238095238093,0.5636122032911024
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,SINGLE,VSM,LOWERTRACED_RFUNDER_SINGLE_VSM,RFSMOTE,0.8066893424036281,0.7928571428571428,2.305555555555556,0.5630791815762914
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,NONETRACED_RFSMOTE_SINGLE_VSM,MEDIAN,0.7610409243062304,0.6855285714285714,2.293650793650793,0.56177716689297
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,NONETRACED_RFSMOTE_SINGLE_VSM,MAX,0.7610409243062304,0.6855285714285714,2.293650793650793,0.56177716689297
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,LSA,LOWERTRACED_RFSMOTE_MULTI_LSA,RFUNDER,0.7037981859410429,0.8154761904761905,2.3174603174603177,0.5609313525980192
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,LSA,UPPERTRACED_SUM_SINGLE_LSA,RFNONE,0.7071995464852608,0.8154761904761905,2.321428571428572,0.5594205703961801
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,LSA,UPPERTRACED_SUM_SINGLE_LSA,RFSMOTE,0.7910997732426304,0.7583333333333333,2.3253968253968256,0.5293062152397191
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,LSA,NONETRACED_MEDIAN_MULTI_LSA,SUM,0.7079284094590218,0.6230487572716269,2.321428571428572,0.5236903984566241
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,LSA,NONETRACED_MEDIAN_RAW_LSA,SUM,0.7029815894611813,0.6166463499624573,2.321428571428572,0.5196976477606184
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,VSM,UPPERTRACED_RFNONE_MULTI_VSM,MEDIAN,0.7647999676060901,0.6745655952380952,2.293650793650793,0.5081891334960137
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,VSM,UPPERTRACED_RFNONE_MULTI_VSM,MAX,0.7647999676060901,0.6745655952380952,2.293650793650793,0.5081891334960137
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,LSA,UPPERTRACED_RFNONE_MULTI_LSA,MEDIAN,0.7442264604254399,0.6686920238095239,2.293650793650793,0.5052061422514816
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFNONE,MULTI,LSA,UPPERTRACED_RFNONE_MULTI_LSA,MAX,0.7442264604254399,0.6686920238095239,2.293650793650793,0.5052061422514816
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,LSA,LOWERTRACED_RFNONE_MULTI_LSA,RFUNDER,0.6632653061224489,0.7904761904761904,2.3293650793650795,0.5029154518950437
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,LSA,LOWERTRACED_RFUNDER_MULTI_LSA,RFSMOTE,0.7332766439909297,0.7726190476190476,2.305555555555556,0.5017527731813446
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,VSM,LOWERTRACED_MAX_MULTI_VSM,RFSMOTE,0.7783446712018142,0.7166666666666667,2.3095238095238093,0.500823238652186
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,LSA,LOWERTRACED_MAX_MULTI_LSA,RFSMOTE,0.7755102040816327,0.7142857142857143,2.321428571428572,0.4979323308270677
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,LSA,LOWERTRACED_MAX_RAW_LSA,RFSMOTE,0.7760770975056688,0.7071428571428572,2.3253968253968256,0.4957105864944848
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,LSA,NONETRACED_RFSMOTE_MULTI_LSA,SUM,0.7263828150307743,0.6559408664966591,2.2976190476190474,0.4939580700108001
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,LOWERTRACED_RFUNDER_MULTI_VSM,RFUNDER,0.6479591836734694,0.7833333333333333,2.3095238095238093,0.4878737541528239
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,LOWERTRACED_RFNONE_MULTI_VSM,RFNONE,0.6471088435374149,0.7821428571428571,2.3293650793650795,0.4846469622331691
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,LOWERTRACED_RFNONE_MULTI_VSM,RFUNDER,0.6462585034013606,0.7809523809523811,2.3253968253968256,0.4814935064935065
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,VSM,NONETRACED_RFSMOTE_MULTI_VSM,SUM,0.7260723733938019,0.6529354744311947,2.2976190476190474,0.4810642698408675
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,UPPERTRACED_RFSMOTE_SINGLE_VSM,MAX,0.7639934942230859,0.6291046428571428,1.7698412698412698,0.4782651858618024
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,UPPERTRACED_RFSMOTE_SINGLE_VSM,MEDIAN,0.7639934942230859,0.6291046428571428,1.7698412698412698,0.4782651858618024
